GISJOIN,YEAR,ANRCA,RES_ONLYA,TRUSTA,AIANHH,AIANHHA,TRACTA,C_CITYA,COUNTY,COUNTYA,CTY_SUB,CTY_SUBA,DIVISION,DIVISIONA,MSA_CMSA,MSA_CMSAA,PLACE,PLACEA,PMSA,PMSAA,REGION,REGIONA,STATE,STATEA,URB_AREA,URB_AREAA,ANPSADPI,FGW001
G3500550,1990,"","","","","","","",Taos,055,"","","",8,"",9999,"","","",9999,"",4,New Mexico,35,"","",Taos County,211920000
G3500570,1990,"","","","","","","",Torrance,057,"","","",8,"",9999,"","","",9999,"",4,New Mexico,35,"","",Torrance County,91362405
G3500590,1990,"","","","","","","",Union,059,"","","",8,"",9999,"","","",9999,"",4,New Mexico,35,"","",Union County,43368997
G3500610,1990,"","","","","","","",Valencia,061,"","","",8,"",9999,"","","",9999,"",4,New Mexico,35,"","",Valencia County,449611631
G3600010,1990,"","","","","","","",Albany,001,"","","",2,"",0160,"","","",9999,"",1,New York,36,"","",Albany County,4717154350
G3600030,1990,"","","","","","","",Allegany,003,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Allegany County,480618005
G3600050,1990,"","","","","","","",Bronx,005,"","","",2,"",5602,"","","",5600,"",1,New York,36,"","",Bronx County,12347342451
G3600070,1990,"","","","","","","",Broome,007,"","","",2,"",0960,"","","",9999,"",1,New York,36,"","",Broome County,2846091635
G3600090,1990,"","","","","","","",Cattaraugus,009,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Cattaraugus County,877994752
G3600110,1990,"","","","","","","",Cayuga,011,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Cayuga County,941857559
G3600130,1990,"","","","","","","",Chautauqua,013,"","","",2,"",3610,"","","",9999,"",1,New York,36,"","",Chautauqua County,1578345299
G3600150,1990,"","","","","","","",Chemung,015,"","","",2,"",2335,"","","",9999,"",1,New York,36,"","",Chemung County,1125363369
G3600170,1990,"","","","","","","",Chenango,017,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Chenango County,606103028
G3600190,1990,"","","","","","","",Clinton,019,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Clinton County,932030450
G3600210,1990,"","","","","","","",Columbia,021,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Columbia County,872717594
G3600230,1990,"","","","","","","",Cortland,023,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Cortland County,540890975
G3600250,1990,"","","","","","","",Delaware,025,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Delaware County,521520674
G3600270,1990,"","","","","","","",Dutchess,027,"","","",2,"",6460,"","","",9999,"",1,New York,36,"","",Dutchess County,4399980590
G3600290,1990,"","","","","","","",Erie,029,"","","",2,"",1282,"","","",1280,"",1,New York,36,"","",Erie County,12999891273
G3600310,1990,"","","","","","","",Essex,031,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Essex County,407083901
G3600330,1990,"","","","","","","",Franklin,033,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Franklin County,432789392
G3600350,1990,"","","","","","","",Fulton,035,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Fulton County,607147667
G3600370,1990,"","","","","","","",Genesee,037,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Genesee County,755284867
G3600390,1990,"","","","","","","",Greene,039,"","","",2,"",0160,"","","",9999,"",1,New York,36,"","",Greene County,548158289
G3600410,1990,"","","","","","","",Hamilton,041,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Hamilton County,61400604
G3600430,1990,"","","","","","","",Herkimer,043,"","","",2,"",8680,"","","",9999,"",1,New York,36,"","",Herkimer County,689299988
G3600450,1990,"","","","","","","",Jefferson,045,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Jefferson County,1173751220
G3600470,1990,"","","","","","","",Kings,047,"","","",2,"",5602,"","","",5600,"",1,New York,36,"","",Kings County,28089145971
G3600490,1990,"","","","","","","",Lewis,049,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Lewis County,278288573
G3600510,1990,"","","","","","","",Livingston,051,"","","",2,"",6840,"","","",9999,"",1,New York,36,"","",Livingston County,769833878
G3600530,1990,"","","","","","","",Madison,053,"","","",2,"",8160,"","","",9999,"",1,New York,36,"","",Madison County,833620055
G3600550,1990,"","","","","","","",Monroe,055,"","","",2,"",6840,"","","",9999,"",1,New York,36,"","",Monroe County,11398378832
G3600570,1990,"","","","","","","",Montgomery,057,"","","",2,"",0160,"","","",9999,"",1,New York,36,"","",Montgomery County,594237871
G3600590,1990,"","","","","","","",Nassau,059,"","","",2,"",5602,"","","",5380,"",1,New York,36,"","",Nassau County,29798846027
G3600610,1990,"","","","","","","",New York,061,"","","",2,"",5602,"","","",5600,"",1,New York,36,"","",New York County,40940099714
G3600630,1990,"","","","","","","",Niagara,063,"","","",2,"",1282,"","","",5700,"",1,New York,36,"","",Niagara County,2775224292
G3600650,1990,"","","","","","","",Oneida,065,"","","",2,"",8680,"","","",9999,"",1,New York,36,"","",Oneida County,2997559613
G3600670,1990,"","","","","","","",Onondaga,067,"","","",2,"",8160,"","","",9999,"",1,New York,36,"","",Onondaga County,6804264999
G3600690,1990,"","","","","","","",Ontario,069,"","","",2,"",6840,"","","",9999,"",1,New York,36,"","",Ontario County,1370441954
G3600710,1990,"","","","","","","",Orange,071,"","","",2,"",5602,"","","",5950,"",1,New York,36,"","",Orange County,4546056888
G3600730,1990,"","","","","","","",Orleans,073,"","","",2,"",6840,"","","",9999,"",1,New York,36,"","",Orleans County,481922207
G3600750,1990,"","","","","","","",Oswego,075,"","","",2,"",8160,"","","",9999,"",1,New York,36,"","",Oswego County,1418615592
G3600770,1990,"","","","","","","",Otsego,077,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Otsego County,688325362
G3600790,1990,"","","","","","","",Putnam,079,"","","",2,"",5602,"","","",5600,"",1,New York,36,"","",Putnam County,1708151385
G3600810,1990,"","","","","","","",Queens,081,"","","",2,"",5602,"","","",5600,"",1,New York,36,"","",Queens County,29592244835
G3600830,1990,"","","","","","","",Rensselaer,083,"","","",2,"",0160,"","","",9999,"",1,New York,36,"","",Rensselaer County,2134377696
G3600850,1990,"","","","","","","",Richmond,085,"","","",2,"",5602,"","","",5600,"",1,New York,36,"","",Richmond County,6585122842
G3600870,1990,"","","","","","","",Rockland,087,"","","",2,"",5602,"","","",5600,"",1,New York,36,"","",Rockland County,5309046499
G3600890,1990,"","","","","","","",St Lawrence,089,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",St. Lawrence County,1097813296
G3600910,1990,"","","","","","","",Saratoga,091,"","","",2,"",0160,"","","",9999,"",1,New York,36,"","",Saratoga County,2816569569
G3600930,1990,"","","","","","","",Schenectady,093,"","","",2,"",0160,"","","",9999,"",1,New York,36,"","",Schenectady County,2263767927
G3600950,1990,"","","","","","","",Schoharie,095,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Schoharie County,353594879
G3600970,1990,"","","","","","","",Schuyler,097,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Schuyler County,199725582
G3600990,1990,"","","","","","","",Seneca,099,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Seneca County,409589186
G3601010,1990,"","","","","","","",Steuben,101,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Steuben County,1169527204
G3601030,1990,"","","","","","","",Suffolk,103,"","","",2,"",5602,"","","",5380,"",1,New York,36,"","",Suffolk County,24197379461
G3601050,1990,"","","","","","","",Sullivan,105,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Sullivan County,835422564
G3601070,1990,"","","","","","","",Tioga,107,"","","",2,"",0960,"","","",9999,"",1,New York,36,"","",Tioga County,679016849
G3601090,1990,"","","","","","","",Tompkins,109,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Tompkins County,1197152532
G3601110,1990,"","","","","","","",Ulster,111,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Ulster County,2409995278
G3601130,1990,"","","","","","","",Warren,113,"","","",2,"",2975,"","","",9999,"",1,New York,36,"","",Warren County,844786365
G3601150,1990,"","","","","","","",Washington,115,"","","",2,"",2975,"","","",9999,"",1,New York,36,"","",Washington County,657928028
G3601170,1990,"","","","","","","",Wayne,117,"","","",2,"",6840,"","","",9999,"",1,New York,36,"","",Wayne County,1181400778
G3601190,1990,"","","","","","","",Westchester,119,"","","",2,"",5602,"","","",5600,"",1,New York,36,"","",Westchester County,22140656225
G3601210,1990,"","","","","","","",Wyoming,121,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Wyoming County,438421433
G3601230,1990,"","","","","","","",Yates,123,"","","",2,"",9999,"","","",9999,"",1,New York,36,"","",Yates County,249473719
G3700010,1990,"","","","","","","",Alamance,001,"","","",5,"",1300,"","","",9999,"",3,North Carolina,37,"","",Alamance County,1428424721
G3700030,1990,"","","","","","","",Alexander,003,"","","",5,"",3290,"","","",9999,"",3,North Carolina,37,"","",Alexander County,318104983
G3700050,1990,"","","","","","","",Alleghany,005,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Alleghany County,97370398
G3700070,1990,"","","","","","","",Anson,007,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Anson County,218324632
G3700090,1990,"","","","","","","",Ashe,009,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Ashe County,210019917
G3700110,1990,"","","","","","","",Avery,011,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Avery County,143087458
G3700130,1990,"","","","","","","",Beaufort,013,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Beaufort County,450270997
G3700150,1990,"","","","","","","",Bertie,015,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Bertie County,170438543
G3700170,1990,"","","","","","","",Bladen,017,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Bladen County,270338450
G3700190,1990,"","","","","","","",Brunswick,019,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Brunswick County,596146400
G3700210,1990,"","","","","","","",Buncombe,021,"","","",5,"",0480,"","","",9999,"",3,North Carolina,37,"","",Buncombe County,2273460914
G3700230,1990,"","","","","","","",Burke,023,"","","",5,"",3290,"","","",9999,"",3,North Carolina,37,"","",Burke County,870605291
G3700250,1990,"","","","","","","",Cabarrus,025,"","","",5,"",1520,"","","",9999,"",3,North Carolina,37,"","",Cabarrus County,1331208842
G3700270,1990,"","","","","","","",Caldwell,027,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Caldwell County,807231694
G3700290,1990,"","","","","","","",Camden,029,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Camden County,61559815
G3700310,1990,"","","","","","","",Carteret,031,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Carteret County,682507055
G3700330,1990,"","","","","","","",Caswell,033,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Caswell County,199446570
G3700350,1990,"","","","","","","",Catawba,035,"","","",5,"",3290,"","","",9999,"",3,North Carolina,37,"","",Catawba County,1614891561
G3700370,1990,"","","","","","","",Chatham,037,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Chatham County,513687427
G3700390,1990,"","","","","","","",Cherokee,039,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Cherokee County,183978002
G3700410,1990,"","","","","","","",Chowan,041,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Chowan County,140419120
G3700430,1990,"","","","","","","",Clay,043,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Clay County,67054990
G3700450,1990,"","","","","","","",Cleveland,045,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Cleveland County,999812329
G3700470,1990,"","","","","","","",Columbus,047,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Columbus County,446439796
G3700490,1990,"","","","","","","",Craven,049,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Craven County,906920516
G3700510,1990,"","","","","","","",Cumberland,051,"","","",5,"",2560,"","","",9999,"",3,North Carolina,37,"","",Cumberland County,2827187808
G3700530,1990,"","","","","","","",Currituck,053,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Currituck County,160745177
G3700550,1990,"","","","","","","",Dare,055,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Dare County,341031264
G3700570,1990,"","","","","","","",Davidson,057,"","","",5,"",3120,"","","",9999,"",3,North Carolina,37,"","",Davidson County,1586446946
G3700590,1990,"","","","","","","",Davie,059,"","","",5,"",3120,"","","",9999,"",3,North Carolina,37,"","",Davie County,404884613
G3700610,1990,"","","","","","","",Duplin,061,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Duplin County,370472562
G3700630,1990,"","","","","","","",Durham,063,"","","",5,"",6640,"","","",9999,"",3,North Carolina,37,"","",Durham County,2683404160
G3700650,1990,"","","","","","","",Edgecombe,065,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Edgecombe County,534936628
G3700670,1990,"","","","","","","",Forsyth,067,"","","",5,"",3120,"","","",9999,"",3,North Carolina,37,"","",Forsyth County,4244490741
G3700690,1990,"","","","","","","",Franklin,069,"","","",5,"",6640,"","","",9999,"",3,North Carolina,37,"","",Franklin County,392314365
G3700710,1990,"","","","","","","",Gaston,071,"","","",5,"",1520,"","","",9999,"",3,North Carolina,37,"","",Gaston County,2160944234
G3700730,1990,"","","","","","","",Gates,073,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Gates County,107749775
G3700750,1990,"","","","","","","",Graham,075,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Graham County,63272790
G3700770,1990,"","","","","","","",Granville,077,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Granville County,392630874
G3700790,1990,"","","","","","","",Greene,079,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Greene County,144579303
G3700810,1990,"","","","","","","",Guilford,081,"","","",5,"",3120,"","","",9999,"",3,North Carolina,37,"","",Guilford County,5281176549
G3700830,1990,"","","","","","","",Halifax,083,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Halifax County,494711466
G3700850,1990,"","","","","","","",Harnett,085,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Harnett County,671717803
G3700870,1990,"","","","","","","",Haywood,087,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Haywood County,548297595
G3700890,1990,"","","","","","","",Henderson,089,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Henderson County,929897180
G3700910,1990,"","","","","","","",Hertford,091,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Hertford County,198494026
G3700930,1990,"","","","","","","",Hoke,093,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Hoke County,191218962
G3700950,1990,"","","","","","","",Hyde,095,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Hyde County,50696545
G3700970,1990,"","","","","","","",Iredell,097,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Iredell County,1204253656
G3700990,1990,"","","","","","","",Jackson,099,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Jackson County,267265467
G3701010,1990,"","","","","","","",Johnston,101,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Johnston County,952132175
G3701030,1990,"","","","","","","",Jones,103,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Jones County,82380023
G3701050,1990,"","","","","","","",Lee,105,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Lee County,495177617
G3701070,1990,"","","","","","","",Lenoir,107,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Lenoir County,605851500
G3701090,1990,"","","","","","","",Lincoln,109,"","","",5,"",1520,"","","",9999,"",3,North Carolina,37,"","",Lincoln County,620118871
G3701110,1990,"","","","","","","",McDowell,111,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",McDowell County,372301973
G3701130,1990,"","","","","","","",Macon,113,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Macon County,258421547
G3701150,1990,"","","","","","","",Madison,115,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Madison County,153161309
G3701170,1990,"","","","","","","",Martin,117,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Martin County,236503523
G3701190,1990,"","","","","","","",Mecklenburg,119,"","","",5,"",1520,"","","",9999,"",3,North Carolina,37,"","",Mecklenburg County,8577948445
G3701210,1990,"","","","","","","",Mitchell,121,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Mitchell County,146954875
G3701230,1990,"","","","","","","",Montgomery,123,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Montgomery County,241184871
G3701250,1990,"","","","","","","",Moore,125,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Moore County,862195019
G3701270,1990,"","","","","","","",Nash,127,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Nash County,965495429
G3701290,1990,"","","","","","","",New Hanover,129,"","","",5,"",9200,"","","",9999,"",3,North Carolina,37,"","",New Hanover County,1650450503
G3701310,1990,"","","","","","","",Northampton,131,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Northampton County,167405663
G3701330,1990,"","","","","","","",Onslow,133,"","","",5,"",3605,"","","",9999,"",3,North Carolina,37,"","",Onslow County,1133337943
G3701350,1990,"","","","","","","",Orange,135,"","","",5,"",6640,"","","",9999,"",3,North Carolina,37,"","",Orange County,1429413495
G3701370,1990,"","","","","","","",Pamlico,137,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Pamlico County,119360853
G3701390,1990,"","","","","","","",Pasquotank,139,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Pasquotank County,331034028
G3701410,1990,"","","","","","","",Pender,141,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Pender County,326800168
G3701430,1990,"","","","","","","",Perquimans,143,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Perquimans County,101514304
G3701450,1990,"","","","","","","",Person,145,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Person County,334493531
G3701470,1990,"","","","","","","",Pitt,147,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Pitt County,1234407925
G3701490,1990,"","","","","","","",Polk,149,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Polk County,201596473
G3701510,1990,"","","","","","","",Randolph,151,"","","",5,"",3120,"","","",9999,"",3,North Carolina,37,"","",Randolph County,1286187907
G3701530,1990,"","","","","","","",Richmond,153,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Richmond County,433239186
G3701550,1990,"","","","","","","",Robeson,155,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Robeson County,919897763
G3701570,1990,"","","","","","","",Rockingham,157,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Rockingham County,990924818
G3701590,1990,"","","","","","","",Rowan,159,"","","",5,"",1520,"","","",9999,"",3,North Carolina,37,"","",Rowan County,1308006872
G3701610,1990,"","","","","","","",Rutherford,161,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Rutherford County,631357680
G3701630,1990,"","","","","","","",Sampson,163,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Sampson County,443050092
G3701650,1990,"","","","","","","",Scotland,165,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Scotland County,322983143
G3701670,1990,"","","","","","","",Stanly,167,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Stanly County,579828426
G3701690,1990,"","","","","","","",Stokes,169,"","","",5,"",3120,"","","",9999,"",3,North Carolina,37,"","",Stokes County,455619039
G3701710,1990,"","","","","","","",Surry,171,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Surry County,693960821
G3701730,1990,"","","","","","","",Swain,173,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Swain County,96876735
G3701750,1990,"","","","","","","",Transylvania,175,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Transylvania County,320198194
G3701770,1990,"","","","","","","",Tyrrell,177,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Tyrrell County,30147509
G3701790,1990,"","","","","","","",Union,179,"","","",5,"",1520,"","","",9999,"",3,North Carolina,37,"","",Union County,1098534676
G3701810,1990,"","","","","","","",Vance,181,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Vance County,402670445
G3701830,1990,"","","","","","","",Wake,183,"","","",5,"",6640,"","","",9999,"",3,North Carolina,37,"","",Wake County,7205638590
G3701850,1990,"","","","","","","",Warren,185,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Warren County,144538937
G3701870,1990,"","","","","","","",Washington,187,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Washington County,137442915
G3701890,1990,"","","","","","","",Watauga,189,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Watauga County,373829491
G3701910,1990,"","","","","","","",Wayne,191,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Wayne County,1041314990
G3701930,1990,"","","","","","","",Wilkes,193,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Wilkes County,637402051
G3701950,1990,"","","","","","","",Wilson,195,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Wilson County,763677648
G3701970,1990,"","","","","","","",Yadkin,197,"","","",5,"",3120,"","","",9999,"",3,North Carolina,37,"","",Yadkin County,359025491
G3701990,1990,"","","","","","","",Yancey,199,"","","",5,"",9999,"","","",9999,"",3,North Carolina,37,"","",Yancey County,143619911
G3800010,1990,"","","","","","","",Adams,001,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Adams County,32710735
G3800030,1990,"","","","","","","",Barnes,003,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Barnes County,125098301
G3800050,1990,"","","","","","","",Benson,005,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Benson County,49820947
G3800070,1990,"","","","","","","",Billings,007,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Billings County,9853687
G3800090,1990,"","","","","","","",Bottineau,009,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Bottineau County,82303714
G3800110,1990,"","","","","","","",Bowman,011,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Bowman County,36107856
G3800130,1990,"","","","","","","",Burke,013,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Burke County,27406370
G3800150,1990,"","","","","","","",Burleigh,015,"","","",4,"",1010,"","","",9999,"",2,North Dakota,38,"","",Burleigh County,773588615
G3800170,1990,"","","","","","","",Cass,017,"","","",4,"",2520,"","","",9999,"",2,North Dakota,38,"","",Cass County,1336686987
G3800190,1990,"","","","","","","",Cavalier,019,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Cavalier County,64099070
G3800210,1990,"","","","","","","",Dickey,021,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Dickey County,57623112
G3800230,1990,"","","","","","","",Divide,023,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Divide County,30119698
G3800250,1990,"","","","","","","",Dunn,025,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Dunn County,34504442
G3800270,1990,"","","","","","","",Eddy,027,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Eddy County,27182391
G3800290,1990,"","","","","","","",Emmons,029,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Emmons County,40448704
G3800310,1990,"","","","","","","",Foster,031,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Foster County,36893187
G3800330,1990,"","","","","","","",Golden Valley,033,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Golden Valley County,19354355
G3800350,1990,"","","","","","","",Grand Forks,035,"","","",4,"",2985,"","","",9999,"",2,North Dakota,38,"","",Grand Forks County,765857032
G3800370,1990,"","","","","","","",Grant,037,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Grant County,30126686
G3800390,1990,"","","","","","","",Griggs,039,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Griggs County,28895956
G3800410,1990,"","","","","","","",Hettinger,041,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Hettinger County,31707245
G3800430,1990,"","","","","","","",Kidder,043,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Kidder County,29175966
G3800450,1990,"","","","","","","",Lamoure,045,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",LaMoure County,49656834
G3800470,1990,"","","","","","","",Logan,047,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Logan County,28875778
G3800490,1990,"","","","","","","",McHenry,049,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",McHenry County,57390713
G3800510,1990,"","","","","","","",McIntosh,051,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",McIntosh County,35941784
G3800530,1990,"","","","","","","",McKenzie,053,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",McKenzie County,62199333
G3800550,1990,"","","","","","","",McLean,055,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",McLean County,100914630
G3800570,1990,"","","","","","","",Mercer,057,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Mercer County,120023406
G3800590,1990,"","","","","","","",Morton,059,"","","",4,"",1010,"","","",9999,"",2,North Dakota,38,"","",Morton County,247094444
G3800610,1990,"","","","","","","",Mountrail,061,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Mountrail County,63613786
G3800630,1990,"","","","","","","",Nelson,063,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Nelson County,41181769
G3800650,1990,"","","","","","","",Oliver,065,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Oliver County,23316055
G3800670,1990,"","","","","","","",Pembina,067,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Pembina County,102481157
G3800690,1990,"","","","","","","",Pierce,069,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Pierce County,44987772
G3800710,1990,"","","","","","","",Ramsey,071,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Ramsey County,138595690
G3800730,1990,"","","","","","","",Ransom,073,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Ransom County,65293693
G3800750,1990,"","","","","","","",Renville,075,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Renville County,32805512
G3800770,1990,"","","","","","","",Richland,077,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Richland County,186928322
G3800790,1990,"","","","","","","",Rolette,079,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Rolette County,86265917
G3800810,1990,"","","","","","","",Sargent,081,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Sargent County,48332722
G3800830,1990,"","","","","","","",Sheridan,083,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Sheridan County,17284412
G3800850,1990,"","","","","","","",Sioux,085,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Sioux County,19912330
G3800870,1990,"","","","","","","",Slope,087,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Slope County,7392134
G3800890,1990,"","","","","","","",Stark,089,"","","",4,"",9999,"","","",9999,"",2,North Dakota,38,"","",Stark County,227275517
